"Gilt Name","Close of Business Date","ISIN","Type","Coupon","Maturity","Clean Price","Dirty Price","Yield","Mod Duration","Accrued Interest"
"BTPS 0.9 04/31","8/21/2025","IT0005422891","Conventional","0.900","4/1/2031","89.901","90.260020","2.884768","5.291929","0.359020"
"EU 0.75 04/31","8/21/2025","EU000A18Z2D4","Conventional","0.750","4/4/2031","90.564","90.857836","2.578222","5.352317","0.293836"
"RFGB 0.75 04/31","8/21/2025","FI4000148630","Conventional","0.750","4/15/2031","90.257","90.528233","2.631512","5.378687","0.271233"
"EU  04/31","8/21/2025","EU000A3KT6A3","Conventional","N/A","4/22/2031","86.363","86.363000","2.625296","5.512807","N/A"
"SPGB 0.1 04/31","8/21/2025","ES0000012H41","Conventional","0.100","4/30/2031","86.390","86.422055","2.718410","5.513129","0.032055"
"BTPS 6 05/31","8/21/2025","IT0001444378","Conventional","6.000","5/1/2031","116.570","118.461300","2.841905","4.758359","1.891300"
"FRTR 1.5 05/31","8/21/2025","FR0012993103","Conventional","1.500","5/25/2031","92.932","93.310082","2.849759","5.367414","0.378082"
"GREECE 0.75 06/31","8/21/2025","GR0124037715","Conventional","0.750","6/18/2031","88.832","88.971726","2.862235","5.536157","0.139726"
"OLO 1 06/31","8/21/2025","BE0000335449","Conventional","1.000","6/22/2031","90.826","91.001342","2.724242","5.518684","0.175342"
"EU  07/31","8/21/2025","EU000A3KSXE1","Conventional","N/A","7/4/2031","85.731","85.731000","2.663182","5.705584","N/A"
"BTPS 3.45 07/31","8/21/2025","IT0005595803","Conventional","3.450","7/15/2031","102.640","103.024380","2.979545","5.212909","0.384380"
"NETHR  07/31","8/21/2025","NL00150006U0","Conventional","N/A","7/15/2031","86.340","86.340000","2.526034","5.742611","N/A"
"SPGB 3.1 07/31","8/21/2025","ES0000012N43","Conventional","3.100","7/30/2031","101.724","101.944822","2.780059","5.351060","0.220822"
"UKT 0.25 07/31","8/21/2025","GB00BMGR2809","Conventional","0.250","7/31/2031","79.749","79.763946","4.129183","5.773499","0.014946"
"BTPS 0.6 08/31","8/21/2025","IT0005436693","Conventional","0.600","8/1/2031","87.457","87.496130","2.938223","5.661933","0.039130"
"DBR  08/31","8/21/2025","DE0001102564","Conventional","N/A","8/15/2031","86.994","86.994000","2.360260","5.834884","N/A"
"DBR  08/31","8/21/2025","DE0001030732","Conventional","N/A","8/15/2031","87.055","87.055000","2.348247","5.835569","N/A"
"RFGB 0.125 09/31","8/21/2025","FI4000507231","Conventional","0.125","9/15/2031","85.758","85.875808","2.705628","5.869512","0.117808"
"CCT 3.394 10/31","8/21/2025","IT0005554982","Conventional","3.394","10/15/2031","102.654","103.898470","2.778950","N/A","1.244470"
"PGB 0.3 10/31","8/21/2025","PTOTEOOE0033","Conventional","0.300","10/17/2031","86.856","87.112438","2.645495","5.919573","0.256438"
"IRISH  10/31","8/21/2025","IE00BMQ5JL65","Conventional","N/A","10/18/2031","85.206","85.206000","2.638298","5.989913","N/A"
"OLO  10/31","8/21/2025","BE0000352618","Conventional","N/A","10/22/2031","84.483","84.483000","2.775645","5.992572","N/A"
"UKT 4 10/31","8/21/2025","GB00BPSNBF73","Conventional","4.000","10/22/2031","98.403","99.736333","4.296670","5.332419","1.333333"
"BTPS 4 10/31","8/21/2025","IT0005542359","Conventional","4.000","10/30/2031","106.043","107.321690","2.944785","5.337226","1.278690"
"SPGB 0.5 10/31","8/21/2025","ES0000012I32","Conventional","0.500","10/31/2031","87.115","87.523219","2.797966","5.904270","0.408219"
"BTPS 3.15 11/31","8/21/2025","IT0005619546","Conventional","3.150","11/15/2031","100.755","101.628100","3.035643","5.492002","0.873100"
"FRTR  11/31","8/21/2025","FR0014002WK3","Conventional","N/A","11/25/2031","83.420","83.420000","2.942007","6.073376","N/A"
"BTPS 0.95 12/31","8/21/2025","IT0005449969","Conventional","0.950","12/1/2031","88.496","88.716630","2.997399","5.894722","0.220630"
"EU 2.5 12/31","8/21/2025","EU000A3L1DJ0","Conventional","2.500","12/4/2031","98.697","100.505219","2.727497","5.627092","1.808219"
"UKT 1 01/32","8/21/2025","GB00BM8Z2T38","Conventional","1.000","1/31/2032","81.666","81.725783","4.288076","6.092517","0.059783"
"DBR  02/32","8/21/2025","DE0001102580","Conventional","N/A","2/15/2032","85.635","85.635000","2.423260","6.323478","N/A"
"RAGB 0.9 02/32","8/21/2025","AT0000A2WSC8","Conventional","0.900","2/20/2032","89.136","89.594630","2.750008","6.122909","0.458630"
"BTPS 1.65 03/32","8/21/2025","IT0005094088","Conventional","1.650","3/1/2032","92.005","92.798610","3.032380","5.957264","0.793610"
"OLO 4 03/32","8/21/2025","BE0000326356","Conventional","4.000","3/28/2032","106.829","108.472836","2.846427","5.699303","1.643836"
"EU 3.375 04/32","8/21/2025","EU000A1G1Q17","Conventional","3.375","4/4/2032","103.528","104.850260","2.781336","5.811001","1.322260"
"RFGB 2.625 04/32","8/21/2025","FI4000591862","Conventional","2.625","4/15/2032","99.084","99.084000","2.779564","5.998367","N/A"
"CCT 3.294 04/32","8/21/2025","IT0005594467","Conventional","3.294","4/15/2032","101.914","103.121800","2.831620","N/A","1.207800"
"SPGB 0.7 04/32","8/21/2025","ES0000012K20","Conventional","0.700","4/30/2032","86.915","87.139384","2.881178","6.338858","0.224384"
"FRTR  05/32","8/21/2025","FR0014007L00","Conventional","N/A","5/25/2032","81.725","81.725000","3.035862","6.549123","N/A"
"BTPS 0.95 06/32","8/21/2025","IT0005466013","Conventional","0.950","6/1/2032","87.221","87.441630","3.077556","6.341664","0.220630"
"UKT 4.25 06/32","8/21/2025","GB0004893086","Conventional","4.250","6/7/2032","99.756","100.638514","4.290855","5.794448","0.882514"
"GGB 1.75 06/32","8/21/2025","GR0124038721","Conventional","1.750","6/18/2032","92.189","92.515027","3.035608","6.254634","0.326027"
"OLO 0.35 06/32","8/21/2025","BE0000354630","Conventional","0.350","6/22/2032","84.408","84.469370","2.901037","6.553437","0.061370"
"EU 1 07/32","8/21/2025","EU000A3K4DD8","Conventional","1.000","7/6/2032","88.925","89.061986","2.795598","6.462265","0.136986"
"BTPS 3.25 07/32","8/21/2025","IT0005647265","Conventional","3.250","7/15/2032","100.693","101.055090","3.161497","6.018490","0.362090"
"NETHR 0.5 07/32","8/21/2025","NL0015000RP1","Conventional","0.500","7/15/2032","86.641","86.697164","2.647122","6.599594","0.056164"
"PGB 1.65 07/32","8/21/2025","PTOTEYOE0031","Conventional","1.650","7/16/2032","92.999","93.179822","2.780135","6.366448","0.180822"
"SPGB 5.75 07/32","8/21/2025","ES0000012411","Conventional","5.750","7/30/2032","117.824","118.233589","2.875239","5.811976","0.409589"
"DBR 1.7 08/32","8/21/2025","DE0001102606","Conventional","1.700","8/15/2032","95.106","95.152575","2.472668","6.460853","0.046575"
"RFGB 1.5 09/32","8/21/2025","FI4000523238","Conventional","1.500","9/15/2032","91.572","92.985699","2.834205","6.447852","1.413699"
"IRISH 0.35 10/32","8/21/2025","IE00BMD03L28","Conventional","0.350","10/18/2032","84.569","84.867219","2.758032","6.849981","0.298219"
"FRTR 5.75 10/32","8/21/2025","FR0000187635","Conventional","5.750","10/25/2032","117.012","121.801041","3.067880","5.750970","4.789041"
"SPGB 2.55 10/32","8/21/2025","ES0000012K61","Conventional","2.550","10/31/2032","97.453","99.534918","2.946683","6.325354","2.081918"
"FRTR 2 11/32","8/21/2025","FR001400BKZ3","Conventional","2.000","11/25/2032","92.885","94.380890","3.110111","6.495472","1.495890"
"BTPS 2.5 12/32","8/21/2025","IT0005494239","Conventional","2.500","12/1/2032","95.850","96.430600","3.167392","6.432543","0.580600"
"EU 2.75 12/32","8/21/2025","EU000A4ED0K0","Conventional","2.750","12/13/2032","99.250","99.558904","2.866145","6.501844","0.308904"
"NETHR 2.5 01/33","8/21/2025","NL0010071189","Conventional","2.500","1/15/2033","98.788","100.308548","2.681745","6.560128","1.520548"
"GGB 3.9 01/33","8/21/2025","GR0128015725","Conventional","3.900","1/30/2033","105.054","107.265781","3.125241","6.290363","2.211781"
"UKT 3.25 01/33","8/21/2025","GB00BMV7TC88","Conventional","3.250","1/31/2033","92.367","92.561293","4.466823","6.471961","0.194293"
"OATEI 0.1 07/31","8/21/2025","FR0014001N38","Conventional","0.100","7/25/2031","94.682","94.692388","1.031383","5.839361","0.010388"
"BTPEI 1.1 08/31","8/21/2025","IT0005657348","Conventional","1.100","8/15/2031","99.159","99.188964","1.250400","5.723148","0.029964"
"OATI 0.1 03/32","8/21/2025","FR0014003N51","Conventional","0.100","3/1/2032","92.504","92.559964","1.307750","6.409192","0.055964"
"OATEI 3.15 07/32","8/21/2025","FR0000188799","Conventional","3.150","7/25/2032","113.261","113.684830","1.144276","6.277351","0.423830"
"BTPEI 1.25 09/32","8/21/2025","IT0005138828","Conventional","1.250","9/15/2032","99.639","100.347675","1.307909","6.651922","0.708675"
"BTPS 5.75 02/33","8/21/2025","IT0003256820","Conventional","5.750","2/1/2033","116.824","117.199000","3.215073","6.052922","0.375000"
"EU 2.75 02/33","8/21/2025","EU000A3K4DW8","Conventional","2.750","2/4/2033","99.289","100.810918","2.855899","6.545835","1.521918"
"DBR 2.3 02/33","8/21/2025","DE000BU2Z007","Conventional","2.300","2/15/2033","98.416","99.619562","2.534161","6.698781","1.203562"
"DBR 2.3 02/33","8/21/2025","DE000BU3Z005","Conventional","2.300","2/15/2033","98.460","99.663562","2.527569","6.699382","1.203562"
"RAGB 2.9 02/33","8/21/2025","AT0000A324S8","Conventional","2.900","2/20/2033","100.293","101.770808","2.854467","6.558464","1.477808"
"BTPS 2.85 02/33","8/21/2025","IT0005634800","Conventional","2.850","2/25/2033","100.840","101.552500","3.205531","6.507003","0.712500"
"EU 1.25 04/33","8/21/2025","EU000A19XC51","Conventional","1.250","4/4/2033","88.923","89.412726","2.892223","7.040756","0.489726"
"CCT 3.344 04/33","8/21/2025","IT0005620460","Conventional","3.344","4/15/2033","101.854","103.080130","2.926273","N/A","1.226130"
"DBREI 0.1 04/33","8/21/2025","DE0001030583","Conventional","0.100","4/15/2033","94.800","94.844440","0.804631","7.548707","0.044440"
"OLO 1.25 04/33","8/21/2025","BE0000346552","Conventional","1.250","4/22/2033","88.430","88.858082","2.960196","7.082902","0.428082"
"SPGB 3.15 04/33","8/21/2025","ES0000012L52","Conventional","3.150","4/30/2033","100.846","101.855726","3.021427","6.681393","1.009726"
"BTPS 4.4 05/33","8/21/2025","IT0005518128","Conventional","4.400","5/1/2033","107.999","109.385960","3.240738","6.365923","1.386960"
"IRISH 1.3 05/33","8/21/2025","IE00BFZRPZ02","Conventional","1.300","5/15/2033","89.818","90.181288","2.783262","7.146634","0.363288"
"UKT 0.875 07/33","8/21/2025","GB00BM8Z2S21","Conventional","0.875","7/31/2033","75.936","75.988310","4.514915","7.465483","0.052310"
"BTPEI 0.1 05/33","8/21/2025","IT0005482994","Conventional","0.100","5/15/2033","89.663","89.696018","1.529149","7.577477","0.033018"
"FRTR 3 05/33","8/21/2025","FR001400H7V7","Conventional","3.000","5/25/2033","98.725","99.481164","3.187001","6.756836","0.756164"
"GREECE 4.25 06/33","8/21/2025","GR0124039737","Conventional","4.250","6/15/2033","107.375","108.201712","3.167224","6.587699","0.826712"
"BELG 3 06/33","8/21/2025","BE0000357666","Conventional","3.000","6/22/2033","99.866","100.392027","3.018549","6.847642","0.526027"
"NETHR 2.5 07/33","8/21/2025","NL0015001AM2","Conventional","2.500","7/15/2033","98.271","98.551822","2.746306","7.036865","0.280822"
"SPGB 2.35 07/33","8/21/2025","ES00000128Q6","Conventional","2.350","7/30/2033","95.144","95.311397","3.046390","7.084456","0.167397"
"DBR 2.6 08/33","8/21/2025","DE000BU2Z015","Conventional","2.600","8/15/2033","100.110","100.181233","2.584432","7.114478","0.071233"
"BTPS 2.45 09/33","8/21/2025","IT0005240350","Conventional","2.450","9/1/2033","94.429","95.607400","3.270784","6.985775","1.178400"
"RFGB 3 09/33","8/21/2025","FI4000550249","Conventional","3.000","9/15/2033","100.427","103.254397","2.939377","6.877827","2.827397"
"SPGB 3.55 10/33","8/21/2025","ES0000012L78","Conventional","3.550","10/31/2033","103.239","106.137356","3.094772","6.854259","2.898356"
"BTPS 4.35 11/33","8/21/2025","IT0005544082","Conventional","4.350","11/1/2033","107.449","108.820200","3.330167","6.714966","1.371200"
"FRTR 3.5 11/33","8/21/2025","FR001400L834","Conventional","3.500","11/25/2033","101.708","104.325808","3.259120","6.912906","2.617808"
"UKT 4.625 01/34","8/21/2025","GB00BPJJKN53","Conventional","4.625","1/31/2034","100.225","100.501495","4.592144","6.907284","0.276495"
"SPGEI 0.7 11/33","8/21/2025","ES0000012C12","Conventional","0.700","11/30/2033","95.324","95.970747","1.300204","7.908582","0.646747"
"DBR 2.2 02/34","8/21/2025","DE000BU2Z023","Conventional","2.200","2/15/2034","96.736","97.887233","2.633713","7.525438","1.151233"
"RAGB 2.9 02/34","8/21/2025","AT0000A39UW5","Conventional","2.900","2/20/2034","99.441","100.918808","2.974036","7.318840","1.477808"
"BTPS 4.2 03/34","8/21/2025","IT0005560948","Conventional","4.200","3/1/2034","106.231","108.251110","3.380961","6.924819","2.020110"
"RFGB 1.125 04/34","8/21/2025","FI4000306758","Conventional","1.125","4/15/2034","85.742","86.148849","3.024744","7.966382","0.406849"
"CCT 3.294 04/34","8/21/2025","IT0005652828","Conventional","3.294","4/15/2034","101.063","102.270800","3.045805","N/A","1.207800"
"PGB 2.25 04/34","8/21/2025","PTOTEWOE0017","Conventional","2.250","4/18/2034","94.194","94.989206","3.022048","7.634202","0.795206"
"SPGB 3.25 04/34","8/21/2025","ES0000012M85","Conventional","3.250","4/30/2034","100.598","101.639781","3.166852","7.399487","1.041781"
"RAGB 2.4 05/34","8/21/2025","AT0000A10683","Conventional","2.400","5/23/2034","95.517","96.135082","2.989404","7.690312","0.618082"
"FRTR 1.25 05/34","8/21/2025","FR0013313582","Conventional","1.250","5/25/2034","84.379","84.694068","3.337977","7.999723","0.315068"
"GGB 3.375 06/34","8/21/2025","GR0124040743","Conventional","3.375","6/15/2034","100.595","101.251507","3.294920","7.473169","0.656507"
"OLO 3 06/34","8/21/2025","BE0000333428","Conventional","3.000","6/22/2034","98.882","99.408027","3.146180","7.598590","0.526027"
"BTPS 3.85 07/34","8/21/2025","IT0005584856","Conventional","3.850","7/1/2034","103.350","103.925410","3.434782","7.321104","0.575410"
"DBR 4.75 07/34","8/21/2025","DE0001135226","Conventional","4.750","7/4/2034","116.578","117.254712","2.626868","7.320926","0.676712"
"EU 3.25 07/34","8/21/2025","EU000A3K4D41","Conventional","3.250","7/4/2034","101.545","102.008014","3.047568","7.582450","0.463014"
"NETHR 2.5 07/34","8/21/2025","NL0015001XZ6","Conventional","2.500","7/15/2034","97.316","97.596822","2.845592","7.821356","0.280822"
"UKT 4.25 07/34","8/21/2025","GB00BQC82C90","Conventional","4.250","7/31/2034","97.071","97.325076","4.653879","7.315780","0.254076"
"OATEI 0.6 07/34","8/21/2025","FR001400JI88","Conventional","0.600","7/25/2034","93.198","93.254631","1.417553","8.572184","0.056631"
"BTPS 5 08/34","8/21/2025","IT0003535157","Conventional","5.000","8/1/2034","112.375","112.701090","3.411606","7.158215","0.326090"
"DBR 2.6 08/34","8/21/2025","DE000BU2Z031","Conventional","2.600","8/15/2034","99.408","99.479233","2.674972","7.897911","0.071233"
"UKT 4.5 09/34","8/21/2025","GB00B52WS153","Conventional","4.500","9/7/2034","99.142","101.196348","4.616852","7.202078","2.054348"
"RFGB 3 09/34","8/21/2025","FI4000571104","Conventional","3.000","9/15/2034","99.666","102.493397","3.042431","7.609496","2.827397"
"IRISH 2.6 10/34","8/21/2025","IE000LQ7YWY4","Conventional","2.600","10/18/2034","96.900","99.115342","2.991759","7.825103","2.215342"
"PGB 2.875 10/34","8/21/2025","PTOTESOE0021","Conventional","2.875","10/20/2034","98.336","100.769904","3.085719","7.733739","2.433904"
"OLO 2.85 10/34","8/21/2025","BE0000360694","Conventional","2.850","10/22/2034","97.192","99.589123","3.207915","7.730217","2.397123"
"SPGB 3.45 10/34","8/21/2025","ES0000012N35","Conventional","3.450","10/31/2034","101.747","104.563712","3.226118","7.579465","2.816712"
"FRTR 3 11/34","8/21/2025","FR001400QMF9","Conventional","3.000","11/25/2034","96.883","99.126836","3.397044","7.750084","2.243836"
"EU 3 12/34","8/21/2025","EU000A3K4ES4","Conventional","3.000","12/4/2034","99.281","101.450863","3.089174","7.815838","2.169863"
"BTPS 3.85 02/35","8/21/2025","IT0005607970","Conventional","3.850","2/1/2035","102.909","103.160090","3.515521","7.734257","0.251090"
"GGB 1.875 02/35","8/21/2025","GR0128016731","Conventional","1.875","2/4/2035","87.954","88.991671","3.385229","8.308261","1.037671"
"DBR 2.5 02/35","8/21/2025","DE000BU2Z049","Conventional","2.500","2/15/2035","98.225","99.779121","2.713542","8.194180","1.554121"
"DBR 2.5 02/35","8/21/2025","DE000BU3Z047","Conventional","2.500","2/15/2035","98.257","99.811121","2.709629","8.194707","1.554121"
"RAGB 2.95 02/35","8/21/2025","AT0000A3HU25","Conventional","2.950","2/20/2035","98.990","100.622249","3.072702","8.030567","1.632249"
"BTPS 3.35 03/35","8/21/2025","IT0005358806","Conventional","3.350","3/1/2035","99.245","100.856280","3.473176","7.820186","1.611280"
"UKT 4.5 03/35","8/21/2025","GB00BT7J0027","Conventional","4.500","3/7/2035","98.249","100.589259","4.729764","7.485942","2.340259"
"OLO 5 03/35","8/21/2025","BE0000304130","Conventional","5.000","3/28/2035","114.564","116.618795","3.209128","7.600138","2.054795"
"FRTR 4.75 04/35","8/21/2025","FR0010070060","Conventional","4.750","4/25/2035","110.819","112.406671","3.414802","7.697986","1.587671"
"SPGB 3.15 04/35","8/21/2025","ES0000012O67","Conventional","3.150","4/30/2035","98.910","99.919726","3.281913","8.135893","1.009726"
"BTPS 4 04/35","8/21/2025","IT0005508590","Conventional","4.000","4/30/2035","104.806","106.084690","3.441269","7.799383","1.278690"
"DBR  05/35","8/21/2025","DE0001102515","Conventional","N/A","5/15/2035","76.744","76.744000","2.760460","9.459424","N/A"
"IRISH 0.4 05/35","8/21/2025","IE00BKFVC345","Conventional","0.400","5/15/2035","77.786","77.897781","3.078863","9.227468","0.111781"
"FRTR 3.2 05/35","8/21/2025","FR001400X8V5","Conventional","3.200","5/25/2035","97.876","98.682575","3.459147","8.162713","0.806575"
"EU 0.125 06/35","8/21/2025","EU000A28X702","Conventional","0.125","6/10/2035","75.176","75.202027","3.103712","9.431604","0.026027"
"GREECE 3.625 06/35","8/21/2025","GR0124041758","Conventional","3.625","6/15/2035","101.633","102.338137","3.424963","8.105893","0.705137"
"PGB 3 06/35","8/21/2025","PTOTEAOE0005","Conventional","3.000","6/15/2035","98.565","99.148562","3.171692","8.317114","0.583562"
"OLO 3.1 06/35","8/21/2025","BE0000363722","Conventional","3.100","6/22/2035","98.365","98.908562","3.296650","8.288815","0.543562"
"EU  07/35","8/21/2025","EU000A285VM2","Conventional","N/A","7/4/2035","74.016","74.016000","3.099437","9.561191","N/A"
"NETHR 2.5 07/35","8/21/2025","NL0015002F72","Conventional","2.500","7/15/2035","96.327","96.607822","2.932895","8.583022","0.280822"
"SPGB 1.85 07/35","8/21/2025","ES0000012E69","Conventional","1.850","7/30/2035","87.966","88.097781","3.290187","8.796087","0.131781"
"UKT 0.625 07/35","8/21/2025","GB00BMGR2916","Conventional","0.625","7/31/2035","67.738","67.775364","4.730822","9.344145","0.037364"
"BTPS 3.65 08/35","8/21/2025","IT0005631590","Conventional","3.650","8/1/2035","100.834","101.072040","3.580774","8.119494","0.238040"
"DBR 2.6 08/35","8/21/2025","DE000BU2Z056","Conventional","2.600","8/15/2035","98.660","99.030411","2.754484","8.636116","0.370411"
"RFGB 3 09/35","8/21/2025","FI4000587415","Conventional","3.000","9/15/2035","98.810","99.714110","3.139921","8.474249","0.904110"
"BTPEI 2.35 09/35","8/21/2025","IT0003745541","Conventional","2.350","9/15/2035","106.780","108.374419","1.622491","8.831136","1.594419"
"BTPS 3.6 10/35","8/21/2025","IT0005648149","Conventional","3.600","10/1/2035","100.190","101.321150","3.609049","8.169473","1.131150"
"EU 1.5 10/35","8/21/2025","EU000A1Z6TV6","Conventional","1.500","10/4/2035","85.690","87.025616","3.176846","8.962238","1.335616"
"PGB 0.9 10/35","8/21/2025","PTOTENOE0034","Conventional","0.900","10/12/2035","80.300","81.081644","3.208080","9.279175","0.781644"
"SPGB 3.2 10/35","8/21/2025","ES0000012P33","Conventional","3.200","10/31/2035","98.790","99.508904","3.342552","8.490902","0.718904"
"EU 0.5 12/35","8/21/2025","EU000A2R4FY3","Conventional","0.500","12/4/2035","75.860","76.221644","3.309103","9.632657","0.361644"
"EU 3.375 12/35","8/21/2025","EU000A4D8KD2","Conventional","3.375","12/12/2035","101.350","102.829452","3.218581","8.480307","1.479452"
"OATI 0.1 03/36","8/21/2025","FR0013524014","Conventional","0.100","3/1/2036","84.880","84.935803","1.680739","10.281144","0.055803"
"BTPS 1.45 03/36","8/21/2025","IT0005402117","Conventional","1.450","3/1/2036","81.230","81.927420","3.641224","9.275789","0.697420"
"UKT 4.25 03/36","8/21/2025","GB0032452392","Conventional","4.250","3/7/2036","95.340","97.280217","4.818667","8.182818","1.940217"
"EU 1.125 04/36","8/21/2025","EU000A18YZ05","Conventional","1.125","4/4/2036","81.630","82.070753","3.193279","9.625788","0.440753"
"RFGB 0.125 04/36","8/21/2025","FI4000415153","Conventional","0.125","4/15/2036","72.300","72.345205","3.245704","10.221729","0.045205"
"EU 0.25 04/36","8/21/2025","EU000A3KP2Z3","Conventional","0.250","4/22/2036","73.620","73.705616","3.212115","10.164370","0.085616"
"DBR  05/36","8/21/2025","DE0001102549","Conventional","N/A","5/15/2036","74.020","74.020000","2.845895","10.423895","N/A"
"BTPEI 1.8 05/36","8/21/2025","IT0005588881","Conventional","1.800","5/15/2036","98.530","99.047180","1.961979","9.554840","0.517180"
"FRTR 1.25 05/36","8/21/2025","FR0013154044","Conventional","1.250","5/25/2036","79.510","79.825068","3.579648","9.645034","0.315068"
"EU 0.2 06/36","8/21/2025","EU000A3KM903","Conventional","0.200","6/4/2036","73.060","73.104932","3.194344","10.311927","0.044932"
"OATEI 0.1 07/36","8/21/2025","FR0013327491","Conventional","0.100","7/25/2036","85.220","85.230704","1.585294","10.684957","0.010704"
"BTPS 2.25 09/36","8/21/2025","IT0005177909","Conventional","2.250","9/1/2036","87.540","88.622200","3.665046","9.258908","1.082200"
"RAGB 0.25 10/36","8/21/2025","AT0000A2T198","Conventional","0.250","10/20/2036","72.470","72.681644","3.228470","10.607040","0.211644"
"SPGEI 1.15 11/36","8/21/2025","ES0000012O18","Conventional","1.150","11/30/2036","95.440","96.313895","1.594898","10.357641","0.873895"
"DBR 4 01/37","8/21/2025","DE0001135275","Conventional","4.000","1/4/2037","111.020","113.573425","2.849607","9.003910","2.553425"
"NETHR 4 01/37","8/21/2025","NL0000102234","Conventional","4.000","1/15/2037","108.990","111.422877","3.052322","8.992191","2.432877"
"GGB 4 01/37","8/21/2025","GR0133011248","Conventional","4.000","1/30/2037","103.850","106.118493","3.581825","8.924652","2.268493"
"SPGB 4.2 01/37","8/21/2025","ES0000012932","Conventional","4.200","1/31/2037","106.920","109.290411","3.453969","8.891233","2.370411"
"BTPS 4 02/37","8/21/2025","IT0003934657","Conventional","4.000","2/1/2037","103.200","103.460870","3.687397","8.975881","0.260870"
"EU 0.4 02/37","8/21/2025","EU000A3K4C42","Conventional","0.400","2/4/2037","72.830","73.051370","3.286155","10.771601","0.221370"
"BTPS 0.95 03/37","8/21/2025","IT0005433195","Conventional","0.950","3/1/2037","74.330","74.786930","3.742025","10.364366","0.456930"
"RAGB 4.15 03/37","8/21/2025","AT0000A04967","Conventional","4.150","3/15/2037","108.940","110.793288","3.209955","9.068094","1.853288"
"PGB 4.1 04/37","8/21/2025","PTOTE5OE0007","Conventional","4.100","4/15/2037","107.310","108.792740","3.330432","9.141737","1.482740"
"IRISH 1.7 05/37","8/21/2025","IE00BV8C9B83","Conventional","1.700","5/15/2037","85.510","85.985068","3.201624","10.240254","0.475068"
"EU 1.875 05/37","8/21/2025","EU000A3K4DK3","Conventional","1.875","5/25/2037","N/A","N/A","N/A","N/A","N/A"
"EU 1.125 06/37","8/21/2025","EU000A3K4DE6","Conventional","1.125","6/4/2037","79.160","79.412740","3.287680","10.605011","0.252740"
"OLO 1.45 06/37","8/21/2025","BE0000344532","Conventional","1.450","6/22/2037","80.450","80.704247","3.496564","10.427821","0.254247"
"RAGB 0.855 07/37","8/21/2025","CH1461438173","Conventional","0.855","7/22/2037","N/A","N/A","N/A","N/A","N/A"
"SPGB 0.85 07/37","8/21/2025","ES0000012I24","Conventional","0.850","7/30/2037","74.110","74.170548","3.549893","10.887580","0.060548"
"UKT 1.75 09/37","8/21/2025","GB00BZB26Y51","Conventional","1.750","9/7/2037","71.410","72.208913","4.925374","10.270905","0.798913"
"BTPS 4.05 10/37","8/21/2025","IT0005596470","Conventional","4.050","10/30/2037","102.920","104.214670","3.783683","9.303743","1.294670"
"EU 2.75 12/37","8/21/2025","EU000A3K4D09","Conventional","2.750","12/4/2037","94.490","96.479041","3.302298","9.982444","1.989041"
"NETHR  01/38","8/21/2025","NL0015000B11","Conventional","N/A","1/15/2038","67.860","67.860000","3.178340","12.010060","N/A"
"UKT 3.75 01/38","8/21/2025","GB00BQC4R999","Conventional","3.750","1/29/2038","88.440","88.684565","5.010053","9.601199","0.244565"
"BTPS 3.25 03/38","8/21/2025","IT0005496770","Conventional","3.250","3/1/2038","94.510","96.073180","3.841323","9.767316","1.563180"
"EU 3.375 04/38","8/21/2025","EU000A1G30R0","Conventional","3.375","4/4/2038","100.300","101.622260","3.344147","10.012486","1.322260"
"FINL 2.75 04/38","8/21/2025","FI4000546528","Conventional","2.750","4/15/2038","93.830","94.824521","3.356025","10.320585","0.994521"
"DBR 1 05/38","8/21/2025","DE0001102598","Conventional","1.000","5/15/2038","79.180","79.459452","2.991649","11.510487","0.279452"
"FRTR 1.25 05/38","8/21/2025","FR0014009O62","Conventional","1.250","5/25/2038","74.920","75.235068","3.762418","11.218583","0.315068"
"PORTUG 3.5 06/38","8/21/2025","PTOTEZOE0014","Conventional","3.500","6/18/2038","100.140","100.792055","3.485379","10.126171","0.652055"
"OLO 1.9 06/38","8/21/2025","BE0000336454","Conventional","1.900","6/22/2038","83.000","83.333151","3.575297","10.907956","0.333151"
"GREECE 4.375 07/38","8/21/2025","GR0128017747","Conventional","4.375","7/18/2038","106.610","107.065479","3.719675","9.817509","0.455479"
"OATEI 0.1 07/38","8/21/2025","FR001400AQH0","Conventional","0.100","7/25/2038","81.260","81.270199","1.731803","12.607897","0.010199"
"BTPS 2.95 09/38","8/21/2025","IT0005321325","Conventional","2.950","9/1/2038","91.160","92.578890","3.854268","10.222447","1.418890"
"EU 3.375 10/38","8/21/2025","EU000A3K4D74","Conventional","3.375","10/4/2038","98.690","101.695137","3.500765","10.118314","3.005137"
"FRTR 4 10/38","8/21/2025","FR0010371401","Conventional","4.000","10/25/2038","102.660","105.991507","3.739500","9.832887","3.331507"
"UKT 4.75 12/38","8/21/2025","GB00B00NY175","Conventional","4.750","12/7/2038","97.360","98.346339","5.023904","9.614195","0.986339"
"UKT 1.125 01/39","8/21/2025","GB00BLPK7334","Conventional","1.125","1/31/2039","62.330","62.397255","5.010174","11.868684","0.067255"
"OATI 0.55 03/39","8/21/2025","FR001400IKW5","Conventional","0.550","3/1/2039","85.030","85.312483","1.808348","12.742613","0.282483"
"OLO 2.75 04/39","8/21/2025","BE0000356650","Conventional","2.750","4/22/2039","90.720","91.661781","3.622312","10.933915","0.941781"
